frame,error1,error2,pelvis_pos_err,left_hand_pos_err,right_hand_pos_err
0,3.0139707733251537,3.0139707733251537,0.6108355563814196,0.5878011373862985,0.6362272377268959
1,2.9505310203046227,2.9505310203046227,0.6114458465847029,0.584401427069672,0.641171612736082
2,2.913677276685915,2.913677276685915,0.6114929861582336,0.5780205727192024,0.6416975055825854
3,2.889139013841519,2.889139013841519,0.6114073780154871,0.5721487348221118,0.6407541087632856
4,2.8721294975948957,2.8721294975948957,0.6113433321872938,0.5672627122587152,0.6421620105746692
5,2.8595961092867213,2.8595961092867213,0.6112443879585108,0.5637031421774317,0.6465533475525688
6,2.849808632694789,2.849808632694789,0.6110847566208029,0.5611630496348881,0.6503881460803811
7,2.8421574443662285,2.8421574443662285,0.6109518241514815,0.5591486547905617,0.6534147451508339
8,2.836129236465804,2.836129236465804,0.6108504137218165,0.5574197792578467,0.6558053627256549
9,2.8313489798118643,2.8313489798118643,0.6107573974320489,0.5559166070171409,0.6576931018128163
10,2.827571071318924,2.827571071318924,0.6107218575087717,0.5545205177728175,0.6591673432582514
11,2.8243139783414857,2.8243139783414857,0.6106540385348458,0.5531333633590566,0.6601851695026625
12,2.82173535515483,2.82173535515483,0.6106353046496353,0.5518089799235643,0.6609544399443542
13,2.8196431974400995,2.8196431974400995,0.6106283180190692,0.5505872451630701,0.6614958571828734
14,2.817927271516179,2.817927271516179,0.6106237877481666,0.5494653725189296,0.6618526911537818
15,2.8164823295889283,2.8164823295889283,0.6106192961807819,0.5483785830739406,0.6620598465191059
16,2.8152473859438616,2.8152473859438616,0.6106344962468723,0.5473817733209273,0.6622054296141547
17,2.8142031269843653,2.8142031269843653,0.6106476079810618,0.5464711084824699,0.6622399906718045
18,2.813326159543015,2.813326159543015,0.6106676737369805,0.5455840741967181,0.6622413585202152
19,2.8125909396396,2.8125909396396,0.6106839269353816,0.5448019096872356,0.66215314422933
20,2.811985408919965,2.811985408919965,0.6107071031754231,0.5440269796832501,0.6620653573915997
21,2.8113845752700497,2.8113845752700497,0.6107424873753026,0.5432715527528958,0.6619514481716928
22,2.8108838494355592,2.8108838494355592,0.6107768737086547,0.5425657197065743,0.6618029623556965
23,2.810443939171213,2.810443939171213,0.6108133404329174,0.5418898855015595,0.6616434870089445
24,2.810038033887754,2.810038033887754,0.610844970060641,0.5412493702778627,0.6614692369026983
25,2.809633564791321,2.809633564791321,0.6108834884686781,0.5406247077140477,0.6612902866017351
26,2.8093399178863794,2.8093399178863794,0.6108994544542395,0.5400762640351202,0.661208074106605
27,2.809056394522242,2.809056394522242,0.610918474063605,0.5395614887639755,0.6611243095012453
28,2.8087900939551886,2.8087900939551886,0.6109375553686844,0.5390658542709897,0.6610298269812479
29,2.808536811709262,2.808536811709262,0.610949381093279,0.5385958382153965,0.6609157757689142
30,2.8083042854364964,2.8083042854364964,0.6109592472254507,0.5381473716788486,0.6608008968907871
31,2.8081500873972005,2.8081500873972005,0.6110105880303048,0.5377097227577781,0.6607555078447312
32,2.8080188593390427,2.8080188593390427,0.6110489362301785,0.5373132060647124,0.6606732046811452
33,2.8078602863192867,2.8078602863192867,0.611091075909335,0.5368994707886279,0.6605599265017864
34,2.8077383369226308,2.8077383369226308,0.6111296688790426,0.5365114554357727,0.6605080346031265
35,2.8076221721943453,2.8076221721943453,0.6111715273351045,0.5361386813396162,0.6604312224170126
36,2.8074187309394807,2.8074187309394807,0.6111959543288299,0.5357397394607123,0.6603839156922066
37,2.807222002094791,2.807222002094791,0.6112192888952676,0.5353448824251428,0.6603567529801029
38,2.807062664576372,2.807062664576372,0.6112536434421915,0.5349815710570356,0.6603231517890548
39,2.8068876295761087,2.8068876295761087,0.6112806187630639,0.5346399656600621,0.6602937872371607
40,2.8067289052300666,2.8067289052300666,0.6113046747139409,0.5343221639299783,0.6602844917979093
41,2.8065719471988606,2.8065719471988606,0.611340930457625,0.5339632089483392,0.6603342515084606
42,2.806402214934893,2.806402214934893,0.6113714388243512,0.533622279352061,0.6603576813903198
43,2.8062534526020335,2.8062534526020335,0.6114068764844022,0.5332932471774717,0.6604152546404746
44,2.8061175550008426,2.8061175550008426,0.6114367181997248,0.5329872077557468,0.6604704717963964
45,2.80597428045775,2.80597428045775,0.61146948207099,0.5326797425679376,0.6605782957365256
46,2.805850065416117,2.805850065416117,0.6114938112643702,0.5324183868919589,0.6606643017928502
47,2.805744306303616,2.805744306303616,0.6115152011332053,0.5322038071241866,0.6607692528641184
48,2.805645543487325,2.805645543487325,0.6115394122742289,0.5319847223680182,0.660920265269671
49,2.8055514437650437,2.8055514437650437,0.6115593379277344,0.5317901442650814,0.6610687040356088
50,2.8054493381715906,2.8054493381715906,0.6115829781403271,0.5315809252519653,0.6611882401313077
51,2.8052434303891745,2.8052434303891745,0.6115484716937267,0.5313530107120622,0.6616415040011389
52,2.8050857088231003,2.8050857088231003,0.6115170825755467,0.531192607114202,0.6621178093900902
53,2.804907905886814,2.804907905886814,0.6114870305527115,0.5310318539306875,0.662509836313112
54,2.804715811720306,2.804715811720306,0.6114616907317477,0.5308492660432987,0.662912823101758
55,2.804564445037872,2.804564445037872,0.6114358286793332,0.530706452964832,0.6633345178431722
56,2.8041427271323416,2.8041427271323416,0.6110550661136426,0.5310021139898836,0.665283187405226
57,2.803890099281239,2.803890099281239,0.6108963907572184,0.5308046545587508,0.6663005014083546
58,2.803848226785701,2.803848226785701,0.6108180465179173,0.5304320144324763,0.6669690160676885
59,2.803735552081613,2.803735552081613,0.6107301234971086,0.5299557055768521,0.6674215534771784
60,2.803838931312373,2.803838931312373,0.6106685445939306,0.5295315624757195,0.6677913394933384
61,2.8049281650899753,2.8049281650899753,0.6104093043251327,0.5287743131850454,0.6704154396196632
62,2.8062455968680293,2.8062455968680293,0.6101366630913142,0.5281545772949993,0.6730081719840578
63,2.8077366429558945,2.8077366429558945,0.6098654133014924,0.5276247855703228,0.6756209593278517
64,2.809474167834647,2.809474167834647,0.6096527414277639,0.527115323560813,0.6783837991632823
65,2.811398985307909,2.811398985307909,0.6094823014204812,0.5266278971542211,0.6812654432128621
66,2.8146887956634195,2.8146887956634195,0.6092049193426439,0.525017870848732,0.6863290079371162
67,2.8180024025746597,2.8180024025746597,0.6089872370002107,0.523468198815288,0.6916493855786483
68,2.821365897808486,2.821365897808486,0.6088135955313538,0.5219689408673299,0.6971826323194181
69,2.8248734360021506,2.8248734360021506,0.608667435391834,0.5205560600020253,0.7028006045396845
70,2.828384699192313,2.828384699192313,0.6084067348370901,0.5193995570803347,0.7092479028790881
71,2.8317466516472476,2.8317466516472476,0.6081151078550553,0.5172712265358446,0.7159814773967532
72,2.8352766495285477,2.8352766495285477,0.60788750870889,0.515089728211619,0.722923532065722
73,2.838868594437925,2.838868594437925,0.60770757280334,0.5129704677098138,0.7299510629237925
74,2.8424767296931712,2.8424767296931712,0.607630211286781,0.5108361464249436,0.7370824698049043
75,2.846179212370208,2.846179212370208,0.6075210396254478,0.5087839507530479,0.7441967428889071
76,2.849380184901511,2.849380184901511,0.6077302926016099,0.5059689378445432,0.7506914190423898
77,2.8527299677364852,2.8527299677364852,0.607989940005473,0.5029952271394434,0.7572349012375998
78,2.8565033791985073,2.8565033791985073,0.6082716689102894,0.5001575866712944,0.763781436246071
79,2.860290863963413,2.860290863963413,0.6085343553704554,0.49741712675200667,0.7702018244127776
80,2.863784242952432,2.863784242952432,0.6087778705634698,0.4945211166714868,0.7765920520366488
81,2.8676892986375044,2.8676892986375044,0.6083804532560255,0.4940745910167497,0.784703001806547
82,2.871957126094596,2.871957126094596,0.6079364526002476,0.4938831988028543,0.792934075004514
83,2.8764784626329982,2.8764784626329982,0.607532593865279,0.49375282974219875,0.8012296684405635
84,2.880994128103678,2.880994128103678,0.6070708506603578,0.49347966720915765,0.809465416907342
85,2.885638625839716,2.885638625839716,0.6066322144463483,0.4931515208899494,0.8177459565618547
86,2.8885828135915292,2.8885828135915292,0.6064050596856523,0.4966101129130663,0.8234397111667345
87,2.8914942842801707,2.8914942842801707,0.60610493344977,0.5002594332752077,0.8290216744715935
88,2.8946633846427914,2.8946633846427914,0.6058183664850242,0.5039387703342836,0.8346619343650441
89,2.898073387700612,2.898073387700612,0.605484245526206,0.5077067279149037,0.8408185535254972
90,2.9020356622740797,2.9020356622740797,0.6053220178580155,0.5113422717111671,0.8473972606643709
91,2.9032621308080033,2.9032621308080033,0.6056357171716288,0.5150074308206444,0.8514219249452172
92,2.904353530564109,2.904353530564109,0.6063415527925332,0.5182328397500053,0.8549981381757111
93,2.905263474147512,2.905263474147512,0.6070888105226324,0.5214405777949763,0.858123969760294
94,2.9061171292954637,2.9061171292954637,0.6079890340399833,0.5245387895481006,0.8608581121570209
95,2.90679180520813,2.90679180520813,0.6089931920978744,0.5275246317308605,0.8634207684545391
96,2.907312266950275,2.907312266950275,0.6101384672541192,0.5289744444127311,0.8657875774971128
97,2.9081791143826035,2.9081791143826035,0.6113543411798545,0.5299467489044781,0.868477737900271
98,2.9091657556403625,2.9091657556403625,0.6125463895386718,0.5308885147294257,0.8711349844336913
99,2.9102212778190033,2.9102212778190033,0.6137834439230241,0.5318117374111789,0.8738457453238554
100,2.9113220825237023,2.9113220825237023,0.6150257209625952,0.5327934825508638,0.8765498197664553
101,2.9110790521280467,2.9110790521280467,0.6155347178440604,0.5326084037649282,0.8788356506364905
102,2.9113113965000905,2.9113113965000905,0.616057605243824,0.5321355067514826,0.8812916209884402
103,2.9116979204805298,2.9116979204805298,0.6166042326993283,0.5317334079638718,0.8837270213822713
104,2.912182092001525,2.912182092001525,0.6170809453773928,0.5314343263070653,0.8860803140006406
105,2.9127329910392756,2.9127329910392756,0.6176499851630745,0.5311966184241809,0.8885331128325694
